Provider,total_claim,total_revenue,avg_claim,unique_patients,first_claim,last_claim,active_days,claims_per_day,days_since_lastclaim,PotentialFraud,segment,visits_per_qtr,cost_of_visit,quaterly_cost
PRV56621,69,18370,266.231884057971,63,2009-01-13,2009-12-30,351,0.1960227272727272,1,No,rising stars,4,800,800
PRV56622,18,6760,375.55555555555554,16,2009-01-02,2009-11-26,328,0.0547112462006079,35,No,standard,1,200,200
PRV56624,9,4220,468.8888888888889,9,2009-05-17,2009-10-15,151,0.0592105263157894,77,Yes,standard,1,200,200
PRV56625,27,8250,305.55555555555554,26,2009-01-03,2009-12-27,358,0.075208913649025,4,No,rising stars,4,800,800
PRV56626,72,15310,212.63888888888889,54,2009-01-03,2009-12-13,344,0.208695652173913,18,No,standard,1,200,200
PRV56628,74,16390,221.48648648648648,64,2009-01-04,2009-12-18,348,0.2120343839541547,13,No,rising stars,4,800,800
PRV56630,69,25450,368.84057971014494,57,2009-01-02,2009-12-23,355,0.1938202247191011,8,Yes,champion,6,1200,1200
PRV56632,49,21240,433.4693877551021,19,2009-01-11,2009-12-25,348,0.1404011461318051,6,No,rising stars,4,800,800
PRV56633,5,600,120.0,3,2009-01-17,2009-10-06,262,0.0190114068441064,86,No,standard,1,200,200
PRV56634,154,39470,256.2987012987013,100,2009-01-01,2009-12-28,361,0.425414364640884,3,No,champion,6,1200,1200
PRV56635,9,2180,242.22222222222223,9,2009-01-03,2009-12-20,351,0.0255681818181818,11,No,standard,1,200,200
PRV56637,123,27540,223.90243902439025,106,2008-12-31,2009-12-26,360,0.3407202216066482,5,No,champion,6,1200,1200
PRV56638,19,6540,344.2105263157895,18,2009-01-11,2009-12-18,341,0.0555555555555555,13,No,standard,1,200,200
PRV56639,73,29720,407.1232876712329,36,2008-12-26,2009-12-29,368,0.1978319783197832,2,No,champion,6,1200,1200
PRV56640,16,6380,398.75,16,2009-01-03,2009-12-24,355,0.0449438202247191,7,No,standard,1,200,200
PRV56641,1,100,100.0,1,2009-05-29,2009-05-29,0,1.0,216,No,standard,1,200,200
PRV56642,104,31590,303.75,78,2008-12-21,2009-12-21,365,0.2841530054644808,10,No,champion,6,1200,1200
PRV56643,11,2290,208.1818181818182,11,2009-01-09,2009-11-29,324,0.0338461538461538,32,No,standard,1,200,200
PRV56645,44,13060,296.8181818181818,38,2008-12-31,2009-12-12,346,0.1268011527377521,19,No,standard,1,200,200
PRV56647,48,10530,219.375,45,2009-01-10,2009-12-24,348,0.1375358166189111,7,Yes,rising stars,4,800,800
PRV56648,35,12760,364.57142857142856,34,2009-01-04,2009-12-10,340,0.1026392961876832,21,No,standard,1,200,200
PRV56649,185,57090,308.5945945945946,90,2008-12-28,2009-12-28,365,0.505464480874317,3,Yes,champion,6,1200,1200
PRV56651,47,17460,371.48936170212767,28,2009-01-05,2009-12-28,357,0.1312849162011173,3,No,rising stars,4,800,800
PRV56653,50,16250,325.0,34,2009-01-12,2009-12-21,343,0.1453488372093023,10,No,rising stars,4,800,800
PRV56654,39,14580,373.84615384615387,26,2008-12-29,2009-12-27,363,0.1071428571428571,4,No,rising stars,4,800,800
PRV56655,190,53570,281.94736842105266,92,2008-12-26,2009-12-31,370,0.5121293800539084,0,No,champion,6,1200,1200
PRV56656,31,8640,278.7096774193548,20,2009-01-02,2009-12-03,335,0.0922619047619047,28,No,standard,1,200,200
PRV56657,15,4960,330.6666666666667,14,2009-01-11,2009-12-13,336,0.0445103857566765,18,No,standard,1,200,200
PRV56658,51,13550,265.6862745098039,51,2009-01-08,2009-12-24,350,0.1452991452991453,7,No,rising stars,4,800,800
PRV56659,95,18580,195.57894736842104,51,2009-01-01,2009-12-29,362,0.2617079889807162,2,No,rising stars,4,800,800
PRV56660,4,180,45.0,4,2009-01-11,2009-12-02,325,0.0122699386503067,29,No,standard,1,200,200
PRV56662,3,230,76.66666666666667,3,2009-03-12,2009-05-16,65,0.0454545454545454,229,No,standard,1,200,200
PRV56663,175,42740,244.22857142857143,104,2008-12-20,2009-12-30,375,0.4654255319148936,1,No,champion,6,1200,1200
PRV56664,13,2200,169.23076923076923,10,2009-01-17,2009-12-06,323,0.0401234567901234,25,No,standard,1,200,200
PRV56667,27,3510,130.0,24,2009-01-02,2009-11-24,326,0.0825688073394495,37,No,standard,1,200,200
PRV56668,15,4120,274.6666666666667,14,2009-01-08,2009-12-07,333,0.0449101796407185,24,Yes,standard,1,200,200
PRV56669,9,3580,397.77777777777777,6,2009-01-08,2009-09-03,238,0.0376569037656903,119,Yes,standard,1,200,200
PRV56671,32,9450,295.3125,24,2009-01-01,2009-12-25,358,0.0891364902506963,6,No,rising stars,4,800,800
PRV56672,123,27370,222.52032520325204,57,2008-12-24,2009-12-31,372,0.3297587131367292,0,No,champion,6,1200,1200
PRV56673,1,40,40.0,1,2009-12-20,2009-12-20,0,1.0,11,No,standard,1,200,200
PRV56674,33,11490,348.1818181818182,18,2008-12-15,2009-12-24,374,0.088,7,No,rising stars,4,800,800
PRV56675,259,79580,307.25868725868725,149,2008-12-23,2009-12-28,370,0.6981132075471698,3,No,champion,6,1200,1200
PRV56677,1,20,20.0,1,2009-04-16,2009-04-16,0,1.0,259,No,standard,1,200,200
PRV56679,22,4020,182.72727272727272,16,2009-01-01,2009-12-24,357,0.0614525139664804,7,No,standard,1,200,200
PRV56680,20,3170,158.5,19,2009-01-03,2009-12-16,347,0.057471264367816,15,No,standard,1,200,200
PRV56681,5,790,158.0,5,2009-03-26,2009-11-21,240,0.0207468879668049,40,No,standard,1,200,200
PRV56682,12,2150,179.16666666666666,12,2009-01-26,2009-12-24,332,0.036036036036036,7,No,standard,1,200,200
PRV56683,126,47510,377.0634920634921,116,2009-01-11,2009-12-31,354,0.3549295774647887,0,No,champion,6,1200,1200
PRV56684,55,12810,232.9090909090909,53,2009-01-11,2009-12-30,353,0.1553672316384181,1,No,rising stars,4,800,800
PRV56685,275,76940,279.7818181818182,99,2008-12-24,2009-12-30,371,0.739247311827957,1,Yes,champion,6,1200,1200
PRV56686,4,950,237.5,4,2009-02-03,2009-08-20,198,0.0201005025125628,133,No,standard,1,200,200
PRV56687,4,3360,840.0,4,2009-02-07,2009-07-26,169,0.0235294117647058,158,No,standard,1,200,200
PRV56688,27,7310,270.74074074074076,17,2008-12-30,2009-12-30,365,0.0737704918032786,1,No,rising stars,4,800,800
PRV56689,1355,395830,292.12546125461256,679,2009-01-01,2009-12-30,363,3.7225274725274726,1,Yes,champion,6,1200,1200
PRV56691,3,270,90.0,3,2009-04-10,2009-05-29,49,0.06,216,No,standard,1,200,200
PRV56693,303,83300,274.9174917491749,252,2008-12-27,2009-12-31,369,0.8189189189189189,0,No,champion,6,1200,1200
PRV56694,5,2350,470.0,5,2009-01-20,2009-12-06,320,0.0155763239875389,25,No,standard,1,200,200
PRV56696,22,4130,187.72727272727272,21,2009-01-09,2009-10-24,288,0.0761245674740484,68,No,standard,1,200,200
PRV56697,61,17270,283.11475409836066,31,2009-01-02,2009-12-25,357,0.1703910614525139,6,No,rising stars,4,800,800
PRV56699,1,70,70.0,1,2009-01-04,2009-01-04,0,1.0,361,No,standard,1,200,200
PRV56700,5,640,128.0,5,2009-03-15,2009-12-18,278,0.017921146953405,13,No,standard,1,200,200
PRV56701,13,3570,274.61538461538464,12,2009-01-26,2009-11-05,283,0.0457746478873239,56,No,standard,1,200,200
PRV56702,178,39390,221.2921348314607,70,2009-01-01,2009-12-30,363,0.489010989010989,1,No,champion,6,1200,1200
PRV56703,18,5500,305.55555555555554,18,2009-03-22,2009-12-04,257,0.0697674418604651,27,No,standard,1,200,200
PRV56705,10,5030,503.0,10,2009-03-19,2009-12-24,280,0.0355871886120996,7,No,standard,1,200,200
PRV56706,243,84160,346.3374485596708,120,2009-01-02,2009-12-27,359,0.675,4,Yes,champion,6,1200,1200
PRV56707,15,2770,184.66666666666663,6,2009-01-08,2009-12-17,343,0.0436046511627907,14,No,standard,1,200,200
PRV56708,4,630,157.5,4,2009-01-05,2009-11-21,320,0.0124610591900311,40,No,standard,1,200,200
PRV56710,42,10180,242.3809523809524,35,2009-01-13,2009-12-25,346,0.1210374639769452,6,No,rising stars,4,800,800
PRV56711,45,10450,232.22222222222223,35,2009-01-02,2009-12-26,358,0.1253481894150417,5,Yes,rising stars,4,800,800
PRV56712,1,300,300.0,1,2009-06-12,2009-06-12,0,1.0,202,No,standard,1,200,200
PRV56713,96,23770,247.60416666666663,86,2009-01-01,2009-12-23,356,0.2689075630252101,8,No,champion,6,1200,1200
PRV56715,7,2610,372.8571428571428,7,2009-01-23,2009-09-24,244,0.0285714285714285,98,No,standard,1,200,200
PRV56716,101,42300,418.8118811881188,57,2009-01-07,2009-12-30,357,0.2821229050279329,1,No,champion,6,1200,1200
PRV56717,5,310,62.0,5,2009-03-25,2009-11-21,241,0.0206611570247933,40,No,standard,1,200,200
PRV56718,111,27790,250.36036036036035,64,2009-01-05,2009-12-29,358,0.309192200557103,2,No,champion,6,1200,1200
PRV56719,48,11540,240.41666666666663,44,2009-01-13,2009-12-25,346,0.138328530259366,6,Yes,rising stars,4,800,800
PRV56720,10,2750,275.0,10,2008-12-30,2009-12-29,364,0.0273972602739726,2,No,standard,1,200,200
PRV56721,154,45540,295.7142857142857,141,2009-01-03,2009-12-31,362,0.4242424242424242,0,No,champion,6,1200,1200
PRV56722,17,6650,391.1764705882353,17,2009-01-20,2009-12-25,339,0.05,6,No,standard,1,200,200
PRV56723,11,2540,230.9090909090909,9,2009-01-31,2009-11-30,303,0.0361842105263157,31,No,standard,1,200,200
PRV56724,16,4670,291.875,16,2009-01-07,2009-12-10,337,0.0473372781065088,21,No,standard,1,200,200
PRV56725,220,79170,359.8636363636364,108,2009-01-04,2009-12-31,361,0.6077348066298343,0,No,champion,6,1200,1200
PRV56726,11,5330,484.54545454545456,11,2009-01-16,2009-12-17,335,0.0327380952380952,14,No,standard,1,200,200
PRV56728,33,9810,297.27272727272725,16,2009-01-01,2009-12-09,342,0.0962099125364431,22,No,standard,1,200,200
PRV56729,177,57820,326.6666666666667,159,2009-01-04,2009-12-25,355,0.497191011235955,6,No,champion,6,1200,1200
PRV56730,23,6640,288.69565217391306,23,2009-01-09,2009-12-24,349,0.0657142857142857,7,Yes,standard,1,200,200
PRV56731,13,5610,431.53846153846155,13,2009-02-05,2009-12-27,325,0.0398773006134969,4,Yes,standard,1,200,200
PRV56732,12,1650,137.5,12,2009-02-21,2009-12-10,292,0.0409556313993174,21,Yes,standard,1,200,200
PRV56733,135,36510,270.44444444444446,74,2009-01-02,2009-12-31,363,0.3708791208791209,0,No,champion,6,1200,1200
PRV56734,12,2700,225.0,12,2009-01-13,2009-12-22,343,0.0348837209302325,9,No,standard,1,200,200
PRV56735,314,98080,312.35668789808915,233,2009-01-02,2009-12-27,359,0.8722222222222222,4,No,champion,6,1200,1200
PRV56738,383,103270,269.6344647519582,252,2008-12-19,2009-12-29,375,1.0186170212765957,2,No,champion,6,1200,1200
PRV56739,2,80,40.0,2,2009-03-02,2009-06-13,103,0.0192307692307692,201,No,standard,1,200,200
PRV56740,37,7990,215.9459459459459,32,2009-01-24,2009-12-30,340,0.1085043988269794,1,No,rising stars,4,800,800
PRV56741,15,4950,330.0,15,2009-01-07,2009-12-17,344,0.0434782608695652,14,No,standard,1,200,200
PRV56742,19,2790,146.8421052631579,18,2009-01-16,2009-11-17,305,0.0620915032679738,44,No,standard,1,200,200
PRV56743,312,104550,335.09615384615387,269,2008-12-24,2009-12-29,370,0.8409703504043127,2,No,champion,6,1200,1200
PRV56745,102,23790,233.23529411764707,44,2009-01-01,2009-12-31,364,0.2794520547945205,0,No,champion,6,1200,1200
PRV56746,24,10170,423.75,23,2009-01-07,2009-12-20,347,0.0689655172413793,11,No,standard,1,200,200
PRV56747,10,4970,497.0,10,2009-01-17,2009-12-02,319,0.03125,29,No,standard,1,200,200
PRV56748,257,71040,276.420233463035,223,2009-01-02,2009-12-27,359,0.7138888888888889,4,Yes,champion,6,1200,1200
PRV56749,13,1250,96.15384615384616,13,2009-01-13,2009-10-05,265,0.0488721804511278,87,No,standard,1,200,200
PRV56750,6,1160,193.33333333333337,6,2009-03-02,2009-11-23,266,0.0224719101123595,38,No,standard,1,200,200
PRV56751,66,15300,231.8181818181818,44,2009-01-01,2009-12-23,356,0.1848739495798319,8,No,rising stars,4,800,800
PRV56752,20,1790,89.5,20,2009-01-02,2009-12-19,351,0.0568181818181818,12,No,standard,1,200,200
PRV56753,10,5640,564.0,10,2009-01-11,2009-12-14,337,0.029585798816568,17,No,standard,1,200,200
PRV56754,73,15960,218.63013698630135,54,2009-01-04,2009-12-21,351,0.2073863636363636,10,No,rising stars,4,800,800
PRV56755,13,2660,204.6153846153846,12,2009-01-11,2009-09-10,242,0.0534979423868312,112,No,standard,1,200,200
PRV56758,393,121590,309.3893129770992,283,2008-12-21,2009-12-29,373,1.0508021390374331,2,No,champion,6,1200,1200
PRV56759,6,720,120.0,6,2009-02-09,2009-11-02,266,0.0224719101123595,59,No,standard,1,200,200
PRV56760,491,152190,309.959266802444,328,2008-12-23,2009-12-31,373,1.3128342245989304,0,No,champion,6,1200,1200
PRV56761,19,4040,212.6315789473684,19,2009-01-10,2009-10-04,267,0.0708955223880597,88,No,standard,1,200,200
PRV56762,33,7480,226.66666666666663,31,2009-01-11,2009-12-13,336,0.0979228486646884,18,No,standard,1,200,200
PRV56763,9,750,83.33333333333333,9,2009-01-02,2009-12-18,350,0.0256410256410256,13,No,standard,1,200,200
PRV56764,143,31910,223.14685314685315,102,2009-01-02,2009-12-27,359,0.3972222222222222,4,No,champion,6,1200,1200
PRV56765,18,5760,320.0,17,2009-01-16,2009-11-16,304,0.0590163934426229,45,No,standard,1,200,200
PRV56766,18,7390,410.55555555555554,17,2009-01-03,2009-12-20,351,0.0511363636363636,11,No,standard,1,200,200
PRV56767,8,1330,166.25,8,2009-01-06,2009-12-10,338,0.023598820058997,21,No,standard,1,200,200
PRV56769,15,2830,188.66666666666663,13,2009-01-09,2009-11-30,325,0.0460122699386503,31,No,standard,1,200,200
PRV56771,2,460,230.0,2,2009-04-18,2009-11-08,204,0.0097560975609756,53,No,standard,1,200,200
PRV56772,50,11240,224.8,39,2008-12-25,2009-12-15,355,0.1404494382022472,16,No,standard,1,200,200
PRV56773,27,13860,513.3333333333334,21,2009-01-04,2009-12-19,349,0.0771428571428571,12,No,rising stars,4,800,800
PRV56775,14,6310,450.7142857142857,14,2009-01-05,2009-10-27,295,0.0472972972972973,65,No,standard,1,200,200
PRV56777,27,3140,116.29629629629628,27,2008-12-23,2009-12-10,352,0.0764872521246459,21,No,standard,1,200,200
PRV56778,17,5340,314.11764705882354,17,2009-03-17,2009-12-23,281,0.0602836879432624,8,No,standard,1,200,200
PRV56780,6,850,141.66666666666666,6,2009-01-17,2009-10-21,277,0.0215827338129496,71,No,standard,1,200,200
PRV56782,213,77010,361.5492957746479,105,2008-12-19,2009-12-27,373,0.56951871657754,4,No,champion,6,1200,1200
PRV56783,65,19980,307.38461538461536,56,2009-01-06,2009-12-14,342,0.1895043731778425,17,No,standard,1,200,200
PRV56784,12,4920,410.0,12,2009-01-06,2009-12-07,335,0.0357142857142857,24,No,standard,1,200,200
PRV56788,138,43030,311.81159420289856,102,2009-01-01,2009-12-31,364,0.3780821917808219,0,No,champion,6,1200,1200
PRV56789,47,12090,257.2340425531915,40,2009-01-14,2009-12-31,351,0.1335227272727272,0,No,rising stars,4,800,800
PRV56790,70,28340,404.8571428571428,51,2009-01-12,2009-12-14,336,0.2077151335311572,17,No,champion,6,1200,1200
PRV56791,181,48190,266.24309392265195,130,2009-01-07,2009-12-30,357,0.505586592178771,1,No,champion,6,1200,1200
PRV56792,6,1260,210.0,6,2009-02-05,2009-12-13,311,0.0192307692307692,18,No,standard,1,200,200
PRV56793,18,8240,457.77777777777777,18,2009-01-04,2009-11-29,329,0.0545454545454545,32,No,standard,1,200,200
PRV56796,64,19160,299.375,60,2009-01-01,2009-12-20,353,0.1807909604519774,11,No,rising stars,4,800,800
PRV56797,5,1260,252.0,5,2009-01-20,2009-10-20,273,0.0182481751824817,72,No,standard,1,200,200
PRV56798,20,7370,368.5,18,2009-01-17,2009-12-01,318,0.0626959247648902,30,No,standard,1,200,200
PRV56800,36,7770,215.83333333333337,33,2008-12-12,2009-12-31,384,0.0935064935064935,0,No,rising stars,4,800,800
PRV56801,20,7450,372.5,19,2009-01-04,2009-10-28,297,0.0671140939597315,64,No,standard,1,200,200
PRV56803,617,184620,299.22204213938414,351,2008-12-14,2009-12-29,380,1.6194225721784776,2,No,champion,6,1200,1200
PRV56805,1,70,70.0,1,2009-12-14,2009-12-14,0,1.0,17,No,standard,1,200,200
PRV56807,71,17920,252.3943661971831,68,2008-12-22,2009-12-28,371,0.1908602150537634,3,No,rising stars,4,800,800
PRV56808,11,2350,213.63636363636363,11,2008-12-21,2009-11-26,340,0.032258064516129,35,Yes,standard,1,200,200
PRV56809,39,13770,353.0769230769231,36,2009-01-23,2009-12-30,341,0.1140350877192982,1,No,rising stars,4,800,800
PRV56810,9,6220,691.1111111111111,9,2009-03-19,2009-11-19,245,0.0365853658536585,42,No,standard,1,200,200
PRV56811,37,13420,362.7027027027027,37,2009-01-03,2009-12-28,359,0.1027777777777777,3,No,rising stars,4,800,800
PRV56813,77,23110,300.12987012987014,63,2009-01-05,2009-12-18,347,0.2212643678160919,13,No,champion,6,1200,1200
PRV56816,15,7040,469.3333333333333,15,2009-01-16,2009-12-26,344,0.0434782608695652,5,No,standard,1,200,200
PRV56818,13,1140,87.6923076923077,10,2009-01-21,2009-12-31,344,0.0376811594202898,0,No,standard,1,200,200
PRV56819,1,1900,1900.0,1,2009-07-28,2009-07-28,0,1.0,156,No,standard,1,200,200
PRV56820,4,520,130.0,3,2009-02-01,2009-12-14,316,0.0126182965299684,17,No,standard,1,200,200
PRV56821,10,3050,305.0,10,2009-02-08,2009-08-28,201,0.0495049504950495,125,No,standard,1,200,200
PRV56823,14,6220,444.2857142857143,12,2009-01-08,2009-12-07,333,0.0419161676646706,24,No,standard,1,200,200
PRV56824,111,36520,329.009009009009,103,2009-01-01,2009-12-31,364,0.3041095890410959,0,No,champion,6,1200,1200
PRV56826,16,2580,161.25,16,2009-01-23,2009-11-05,286,0.0557491289198606,56,No,standard,1,200,200
PRV56828,109,33160,304.2201834862385,106,2008-12-16,2009-12-21,370,0.2938005390835579,10,No,champion,6,1200,1200
PRV56829,146,42580,291.64383561643837,81,2008-12-18,2009-12-27,374,0.3893333333333333,4,No,champion,6,1200,1200
PRV56830,6,6480,1080.0,6,2009-02-05,2009-10-19,256,0.0233463035019455,73,No,standard,1,200,200
PRV56831,5,760,152.0,5,2009-01-30,2009-10-29,272,0.0183150183150183,63,No,standard,1,200,200
PRV56832,10,7510,751.0,10,2009-01-23,2009-10-31,281,0.0354609929078014,61,No,standard,1,200,200
PRV56833,6,610,101.66666666666669,5,2009-01-10,2009-11-12,306,0.019543973941368,49,No,standard,1,200,200
PRV56834,11,3670,333.6363636363636,5,2009-02-09,2009-12-18,312,0.0351437699680511,13,No,standard,1,200,200
PRV56835,77,18760,243.63636363636363,45,2009-01-01,2009-12-24,357,0.2150837988826815,7,No,rising stars,4,800,800
PRV56836,3,740,246.66666666666663,3,2009-02-24,2009-09-26,214,0.013953488372093,96,No,standard,1,200,200
PRV56837,22,7790,354.09090909090907,15,2009-02-04,2009-12-01,300,0.0730897009966777,30,No,standard,1,200,200
PRV56839,6,2780,463.3333333333333,6,2009-01-31,2009-10-16,258,0.0231660231660231,76,No,standard,1,200,200
PRV56840,65,17990,276.7692307692308,27,2009-01-03,2009-12-30,361,0.1795580110497237,1,No,rising stars,4,800,800
PRV56843,2,860,430.0,2,2009-08-23,2009-12-08,107,0.0185185185185185,23,No,standard,1,200,200
PRV56845,7,560,80.0,7,2009-02-15,2009-12-01,289,0.0241379310344827,30,No,standard,1,200,200
PRV56846,13,2820,216.92307692307693,8,2009-02-27,2009-12-15,291,0.0445205479452054,16,No,standard,1,200,200
PRV56850,14,2910,207.8571428571429,6,2009-01-07,2009-12-31,358,0.0389972144846796,0,No,standard,1,200,200
PRV56851,13,6630,510.0,5,2009-01-07,2009-11-24,321,0.0403726708074534,37,No,standard,1,200,200
PRV56852,18,1890,105.0,8,2009-01-02,2009-11-19,321,0.0559006211180124,42,No,standard,1,200,200
PRV56853,20,4270,213.5,5,2009-01-02,2009-12-09,341,0.0584795321637426,22,No,standard,1,200,200
PRV56854,2,600,300.0,2,2009-05-18,2009-08-16,90,0.0219780219780219,137,No,standard,1,200,200
PRV56855,3,280,93.33333333333331,3,2009-03-03,2009-10-08,219,0.0136363636363636,84,No,standard,1,200,200
PRV56856,72,21870,303.75,28,2009-01-24,2009-12-17,327,0.2195121951219512,14,No,champion,6,1200,1200
PRV56857,35,12390,354.0,18,2009-01-06,2009-12-30,358,0.0974930362116991,1,No,rising stars,4,800,800
PRV56858,32,7100,221.875,21,2009-01-02,2009-12-31,363,0.0879120879120879,0,No,standard,1,200,200
PRV56860,1,90,90.0,1,2009-06-26,2009-06-26,0,1.0,188,No,standard,1,200,200
PRV56861,23,4710,204.7826086956522,18,2009-01-01,2009-12-11,344,0.0666666666666666,20,No,standard,1,200,200
PRV56862,10,820,82.0,7,2009-01-02,2009-11-30,332,0.03003003003003,31,No,standard,1,200,200
PRV56863,38,12710,334.4736842105263,23,2009-01-03,2009-12-26,357,0.106145251396648,5,No,rising stars,4,800,800
PRV56864,14,2730,195.0,8,2009-01-12,2009-11-24,316,0.0441640378548895,37,No,standard,1,200,200
PRV56866,49,13700,279.59183673469386,21,2009-01-03,2009-12-28,359,0.1361111111111111,3,No,rising stars,4,800,800
PRV56867,5,2530,506.0,5,2009-04-12,2009-12-23,255,0.01953125,8,No,standard,1,200,200
PRV56868,11,3960,360.0,7,2009-01-03,2009-11-17,318,0.0344827586206896,44,No,standard,1,200,200
PRV56869,23,9420,409.5652173913044,16,2009-01-12,2009-12-17,339,0.0676470588235294,14,No,standard,1,200,200
PRV56871,10,4340,434.0,10,2009-02-05,2009-12-23,321,0.031055900621118,8,No,standard,1,200,200
PRV56873,1,70,70.0,1,2009-01-25,2009-01-25,0,1.0,340,No,standard,1,200,200
PRV56877,23,6360,276.5217391304348,20,2009-01-13,2009-12-14,335,0.0684523809523809,17,Yes,standard,1,200,200
PRV56878,22,5950,270.45454545454544,8,2009-01-14,2009-12-23,343,0.063953488372093,8,No,standard,1,200,200
